index,time,amplitude
0,0,-1
1,0.001,-1
2,0.002,-1
3,0.003,-1
4,0.004,-1
5,0.005,-1
6,0.006,-1
7,0.007,-1
8,0.008,-1
9,0.009,-1
10,0.01,-1
11,0.011,-1
12,0.012,-1
13,0.013,-1
14,0.014,-1
15,0.015,-1
16,0.016,-1
17,0.017,-1
18,0.018,-1
19,0.019,-1
20,0.02,-1
21,0.021,-1
22,0.022,-1
23,0.023,-1
24,0.024,-1
25,0.025,-1
26,0.026,-1
27,0.027,-1
28,0.028,-1
29,0.029,-1
30,0.03,-1
31,0.031,-1
32,0.032,-1
33,0.033,-1
34,0.034,-1
35,0.035,-1
36,0.036,-1
37,0.037,-1
38,0.038,-1
39,0.039,-1
40,0.04,-1
41,0.041,-1
42,0.042,-1
43,0.043,-1
44,0.044,-1
45,0.045,-1
46,0.046,-1
47,0.047,-1
48,0.048,-1
49,0.049,-1
50,0.05,-1
51,0.051,-1
52,0.052,-1
53,0.053,-1
54,0.054,-1
55,0.055,-1
56,0.056,-1
57,0.057,-1
58,0.058,-1
59,0.059,-1
60,0.06,-1
61,0.061,-1
62,0.062,-1
63,0.063,-1
64,0.064,-1
65,0.065,-1
66,0.066,-1
67,0.067,-1
68,0.068,-1
69,0.069,-1
70,0.07,-1
71,0.071,-1
72,0.072,-1
73,0.073,-1
74,0.074,-1
75,0.075,-1
76,0.076,-1
77,0.077,-1
78,0.078,-1
79,0.079,-1
80,0.08,-1
81,0.081,-1
82,0.082,-1
83,0.083,-1
84,0.084,-1
85,0.085,-1
86,0.086,-1
87,0.087,-1
88,0.088,-1
89,0.089,-1
90,0.09,-1
91,0.091,-1
92,0.092,-1
93,0.093,-1
94,0.094,-1
95,0.095,-1
96,0.096,-1
97,0.097,-1
98,0.098,-1
99,0.099,-1
100,0.1,-1
101,0.101,-1
102,0.102,-1
103,0.103,-1
104,0.104,-1
105,0.105,-1
106,0.106,-1
107,0.107,-1
108,0.108,-1
109,0.109,-1
110,0.11,-1
111,0.111,-1
112,0.112,-1
113,0.113,-1
114,0.114,-1
115,0.115,-1
116,0.116,-1
117,0.117,-1
118,0.118,-1
119,0.119,-1
120,0.12,-1
121,0.121,-1
122,0.122,-1
123,0.123,-1
124,0.124,-1
125,0.125,-1
126,0.126,-1
127,0.127,-1
128,0.128,-1
129,0.129,-1
130,0.13,-1
131,0.131,-1
132,0.132,-1
133,0.133,-1
134,0.134,-1
135,0.135,-1
136,0.136,-1
137,0.137,-1
138,0.138,-1
139,0.139,-1
140,0.14,-1
141,0.141,-1
142,0.142,-1
143,0.143,-1
144,0.144,-1
145,0.145,-1
146,0.146,-1
147,0.147,-1
148,0.148,-1
149,0.149,-1
150,0.15,-1
151,0.151,-1
152,0.152,-1
153,0.153,-1
154,0.154,-1
155,0.155,-1
156,0.156,-1
157,0.157,-1
158,0.158,-1
159,0.159,-1
160,0.16,-1
161,0.161,-1
162,0.162,-1
163,0.163,-1
164,0.164,-1
165,0.165,-1
166,0.166,-1
167,0.167,-1
168,0.168,-1
169,0.169,-1
170,0.17,-1
171,0.171,-1
172,0.172,-1
173,0.173,-1
174,0.174,-1
175,0.175,-1
176,0.176,-1
177,0.177,-1
178,0.178,-1
179,0.179,-1
180,0.18,-1
181,0.181,-1
182,0.182,-1
183,0.183,-1
184,0.184,-1
185,0.185,-1
186,0.186,-1
187,0.187,-1
188,0.188,-1
189,0.189,-1
190,0.19,-1
191,0.191,-1
192,0.192,-1
193,0.193,-1
194,0.194,-1
195,0.195,-1
196,0.196,-1
197,0.197,-1
198,0.198,-1
199,0.199,-1
200,0.2,-1
201,0.201,-1
202,0.202,-1
203,0.203,-1
204,0.204,-1
205,0.205,-1
206,0.206,-1
207,0.207,-1
208,0.208,-1
209,0.209,-1
210,0.21,-1
211,0.211,-1
212,0.212,-1
213,0.213,-1
214,0.214,-1
215,0.215,-1
216,0.216,-1
217,0.217,-1
218,0.218,-1
219,0.219,-1
220,0.22,-1
221,0.221,-1
222,0.222,-1
223,0.223,-1
224,0.224,-1
225,0.225,-1
226,0.226,-1
227,0.227,-1
228,0.228,-1
229,0.229,-1
230,0.23,-1
231,0.231,-1
232,0.232,-1
233,0.233,-1
234,0.234,-1
235,0.235,-1
236,0.236,-1
237,0.237,-1
238,0.238,-1
239,0.239,-1
240,0.24,-1
241,0.241,-1
242,0.242,-1
243,0.243,-1
244,0.244,-1
245,0.245,-1
246,0.246,-1
247,0.247,-1
248,0.248,-1
249,0.249,-1
250,0.25,-1
251,0.251,-1
252,0.252,-1
253,0.253,-1
254,0.254,-1
255,0.255,-1
256,0.256,-1
257,0.257,-1
258,0.258,-1
259,0.259,-1
260,0.26,-1
261,0.261,-1
262,0.262,-1
263,0.263,-1
264,0.264,-1
265,0.265,-1
266,0.266,-1
267,0.267,-1
268,0.268,-1
269,0.269,-1
270,0.27,-1
271,0.271,-1
272,0.272,-1
273,0.273,-1
274,0.274,-1
275,0.275,-1
276,0.276,-1
277,0.277,-1
278,0.278,-1
279,0.279,-1
280,0.28,-1
281,0.281,-1
282,0.282,-1
283,0.283,-1
284,0.284,-1
285,0.285,-1
286,0.286,-1
287,0.287,-1
288,0.288,-1
289,0.289,-1
290,0.29,-1
291,0.291,-1
292,0.292,-1
293,0.293,-1
294,0.294,-1
295,0.295,-1
296,0.296,-1
297,0.297,-1
298,0.298,-1
299,0.299,-1
300,0.3,-1
301,0.301,-1
302,0.302,-1
303,0.303,-1
304,0.304,-1
305,0.305,-1
306,0.306,-1
307,0.307,-1
308,0.308,-1
309,0.309,-1
310,0.31,-1
311,0.311,-1
312,0.312,-1
313,0.313,-1
314,0.314,-1
315,0.315,-1
316,0.316,-1
317,0.317,-1
318,0.318,-1
319,0.319,-1
320,0.32,-1
321,0.321,-1
322,0.322,-1
323,0.323,-1
324,0.324,-1
325,0.325,-1
326,0.326,-1
327,0.327,-1
328,0.328,-1
329,0.329,-1
330,0.33,-1
331,0.331,-1
332,0.332,-1
333,0.333,-1
334,0.334,-1
335,0.335,-1
336,0.336,-1
337,0.337,-1
338,0.338,-1
339,0.339,-1
340,0.34,-1
341,0.341,-1
342,0.342,-1
343,0.343,-1
344,0.344,-1
345,0.345,-1
346,0.346,-1
347,0.347,-1
348,0.348,-1
